,demographics.age,demographics.gender,location.citizenship,location.region,wealth.how.industry,wealth.how.inherited
1164,0,male,Italy,Europe,Media,inherited
1165,76,male,United States,North America,Consumer,not inherited
1166,0,male,United States,North America,Financial,not inherited
1167,55,male,Chile,Latin America,Consumer,inherited
1168,0,male,Italy,Europe,Financial,not inherited
1169,0,male,Canada,North America,Media,not inherited
1170,56,male,United States,North America,Media,not inherited
1171,61,male,Germany,Europe,Technology,not inherited
1172,76,male,Philippines,East Asia,"Retail, Restaurant",not inherited
1173,77,male,Mexico,Latin America,Financial,not inherited
1174,82,male,United States,North America,"Retail, Restaurant",not inherited
1175,50,male,South Africa,Sub-Saharan Africa,Consumer,inherited
1176,65,male,United States,North America,Financial,not inherited
1177,36,male,Russia,Europe,Energy,not inherited
1178,0,male,France,Europe,Other,inherited
1179,0,male,United States,North America,Energy,inherited
1180,0,male,Indonesia,East Asia,Consumer,inherited
1181,66,male,Australia,North America,Consumer,inherited
1182,0,male,Mexico,Latin America,Financial,not inherited
1183,0,male,China,East Asia,Financial,not inherited
1184,89,male,Saudi Arabia,Middle East/North Africa,Financial,not inherited
1185,42,male,Italy,Europe,Media,not inherited
1186,46,male,United States,North America,Technology,not inherited
1187,50,male,Russia,Europe,Energy,not inherited
1188,0,male,United States,North America,Technology,not inherited
1189,71,male,Canada,North America,Consumer,not inherited
1190,0,male,United States,North America,Construction,not inherited
1191,61,male,Germany,Europe,Technology,inherited
1192,72,male,Canada,North America,Technology,inherited
1193,53,male,United States,North America,Financial,not inherited
1194,67,male,United States,North America,Media,inherited
1195,80,male,Germany,Europe,"Retail, Restaurant",not inherited
1196,86,male,Philippines,East Asia,Financial,not inherited
1197,78,female,United States,North America,"Retail, Restaurant",inherited
1198,61,male,United States,North America,Construction,inherited
1199,88,male,United States,North America,Construction,inherited
1200,0,,Germany,Europe,Consumer,not inherited
1201,0,,Germany,Europe,Construction,not inherited
1202,0,male,Hong Kong,East Asia,Consumer,not inherited
1203,0,male,Israel,Middle East/North Africa,Financial,not inherited
1204,0,male,Israel,Middle East/North Africa,Consumer,inherited
1205,0,,Japan,East Asia,Real Estate,not inherited
1206,0,male,Japan,East Asia,Consumer,inherited
1207,0,,Japan,East Asia,Construction,not inherited
1208,76,male,France,Europe,Technology,inherited
1209,55,male,Russia,Europe,Construction,not inherited
1210,58,male,Germany,Europe,Technology,not inherited
1211,49,male,United States,North America,Technology,not inherited
1212,62,male,United States,North America,"Retail, Restaurant",inherited
1213,57,male,United States,North America,Technology,not inherited
1214,62,male,Norway,Europe,"Retail, Restaurant",not inherited
1215,67,male,United Kingdom,Europe,Financial,not inherited
1216,72,male,United States,North America,Real Estate,not inherited
1217,54,male,India,South Asia,Financial,not inherited
1218,58,male,Brazil,Latin America,Consumer,not inherited
1219,73,male,United States,North America,Energy,inherited
1220,0,male,Malaysia,East Asia,Financial,not inherited
1221,70,male,Mexico,Latin America,"Retail, Restaurant",not inherited
1222,40,male,Mexico,Latin America,"Retail, Restaurant",inherited
1223,0,,Mexico,Latin America,Construction,not inherited
1224,0,female,Peru,Latin America,Construction,inherited
1225,0,male,Philippines,East Asia,Financial,not inherited
1226,54,male,Saudi Arabia,Middle East/North Africa,Financial,not inherited
1227,0,male,Saudi Arabia,Middle East/North Africa,Financial,not inherited
1228,0,female,Spain,Europe,Construction,inherited
1229,0,male,Switzerland,Europe,Financial,inherited
1230,0,male,Switzerland,Europe,Financial,inherited
1231,0,male,Thailand,East Asia,Real Estate,not inherited
1232,62,male,Germany,Europe,Energy,not inherited
1233,47,male,Germany,Europe,Consumer,inherited
1234,87,male,United States,North America,Media,not inherited
1235,52,male,United States,North America,Financial,not inherited
1236,49,male,Hong Kong,East Asia,Financial,not inherited
1237,74,male,Germany,Europe,Other,not inherited
1238,47,male,Russia,Europe,"Retail, Restaurant",not inherited
1239,40,female,Angola,Sub-Saharan Africa,Financial,not inherited
1240,47,male,China,East Asia,Technology,not inherited
1241,65,male,United States,North America,Technology,not inherited
1242,50,male,Canada,North America,Technology,not inherited
1243,56,female,United States,North America,Real Estate,inherited
1244,0,male,France,Europe,Construction,inherited
1245,66,male,Germany,Europe,Consumer,inherited
1246,54,male,Turkey,Middle East/North Africa,Consumer,inherited
1247,82,male,Swaziland,Sub-Saharan Africa,"Retail, Restaurant",not inherited
1248,66,male,Denmark,Europe,Technology,inherited
1249,70,male,United States,North America,Consumer,inherited
1250,50,female,China,East Asia,Real Estate,not inherited
1251,50,male,China,East Asia,"Retail, Restaurant",not inherited
1252,48,female,China,East Asia,Real Estate,not inherited
1253,54,male,United States,North America,Technology,not inherited
1254,46,male,United States,North America,Consumer,not inherited
1255,0,male,United States,North America,Media,not inherited
1256,53,male,United States,North America,Media,not inherited
1257,85,male,United States,North America,Construction,inherited
1258,0,male,United States,North America,Media,inherited
1259,0,male,United States,North America,Construction,not inherited
1260,47,male,United States,North America,Energy,inherited
1261,31,male,United States,North America,Financial,inherited
1262,21,male,United States,North America,Financial,inherited
1263,24,male,United States,North America,Financial,inherited
1264,77,male,United States,North America,"Retail, Restaurant",not inherited
1265,0,male,United States,North America,"Retail, Restaurant",not inherited
1266,64,male,Ireland,Europe,Media,not inherited
1267,71,male,United States,North America,Construction,not inherited
1268,0,male,United States,North America,Media,inherited
1269,29,male,United States,North America,Financial,inherited
1270,0,male,Thailand,East Asia,Media,not inherited
1271,36,male,United States,North America,Financial,inherited
1272,56,male,United States,North America,Energy,inherited
1273,48,male,United States,North America,"Retail, Restaurant",inherited
1274,0,male,United States,North America,Media,not inherited
1275,73,male,United States,North America,Media,not inherited
1276,0,male,Philippines,East Asia,Financial,inherited
1277,56,male,Norway,Europe,Media,not inherited
1278,0,male,United States,North America,Technology,not inherited
1279,65,male,United States,North America,Real Estate,inherited
1280,42,male,United States,North America,Technology,inherited
1281,75,male,United States,North America,Other,not inherited
1282,33,male,Japan,East Asia,"Retail, Restaurant",not inherited
1283,76,male,Singapore,East Asia,Financial,inherited
1284,66,male,Philippines,East Asia,Financial,not inherited
1285,66,male,Switzerland,Europe,Financial,not inherited
1286,77,female,United States,North America,Other,inherited
1287,63,male,United States,North America,Real Estate,not inherited
1288,60,male,United States,North America,Technology,not inherited
1289,0,male,Italy,Europe,Technology,not inherited
1290,0,male,United States,North America,Financial,inherited
1291,31,male,United States,North America,Financial,inherited
1292,0,male,Canada,North America,Construction,inherited
1293,0,male,Greece,Europe,Technology,not inherited
1294,0,female,United States,North America,Consumer,not inherited
1295,0,male,Thailand,East Asia,Real Estate,not inherited
1296,52,male,United States,North America,Energy,inherited
1297,49,male,United States,North America,Media,not inherited
1298,80,male,United States,North America,Financial,not inherited
1299,0,male,Thailand,East Asia,Financial,not inherited
1300,62,male,United States,North America,Financial,not inherited
1301,41,male,Russia,Europe,Real Estate,not inherited
1302,0,male,United Kingdom,Europe,Real Estate,not inherited
1303,60,male,United States,North America,"Retail, Restaurant",not inherited
1304,64,male,Poland,Europe,Media,not inherited
1305,73,male,United States,North America,Real Estate,not inherited
1306,58,male,United States,North America,"Retail, Restaurant",not inherited
1307,72,female,Germany,Europe,Construction,inherited
1308,45,male,United Kingdom,Europe,Financial,not inherited
1309,46,male,United States,North America,Technology,not inherited
1310,85,male,United States,North America,Real Estate,not inherited
1311,62,male,United States,North America,Construction,not inherited
1312,68,male,United States,North America,Other,not inherited
1313,47,male,Russia,Europe,Real Estate,not inherited
1314,67,male,China,East Asia,Construction,not inherited
1315,71,male,India,South Asia,Consumer,inherited
1316,64,male,Germany,Europe,Technology,not inherited
1317,84,male,United States,North America,"Retail, Restaurant",not inherited
1318,41,male,United States,North America,Technology,not inherited
1319,77,male,United States,North America,Energy,not inherited
1320,83,male,United States,North America,Technology,not inherited
1321,65,male,India,South Asia,Consumer,inherited
1322,82,male,Japan,East Asia,Consumer,not inherited
1323,70,male,United States,North America,Financial,not inherited
1324,48,male,Venezuela,Latin America,Consumer,inherited
1325,69,male,China,East Asia,Financial,not inherited
1326,89,male,Japan,East Asia,"Retail, Restaurant",not inherited
1327,60,male,Saudi Arabia,Middle East/North Africa,Consumer,not inherited
1328,0,female,Italy,Europe,Consumer,inherited
1329,61,male,Indonesia,East Asia,Construction,not inherited
1330,64,male,Germany,Europe,Technology,not inherited
1331,36,female,Germany,Europe,Media,inherited
1332,57,male,Poland,Europe,Media,not inherited
1333,83,male,United States,North America,Other,not inherited
1334,74,male,United States,North America,Financial,not inherited
1335,51,male,Taiwan,East Asia,Technology,not inherited
1336,0,male,United States,North America,Media,not inherited
1337,50,female,United States,North America,Consumer,inherited
1338,58,male,United States,North America,Consumer,inherited
1339,77,male,United States,North America,Consumer,not inherited
1340,67,male,Canada,North America,Media,not inherited
1341,54,male,Italy,Europe,Construction,not inherited
1342,73,male,Canada,North America,Consumer,not inherited
1343,77,male,Hong Kong,East Asia,Real Estate,not inherited
1344,0,male,Japan,East Asia,Technology,not inherited
1345,59,male,United States,North America,Financial,not inherited
1346,73,male,Canada,North America,"Retail, Restaurant",not inherited
1347,69,male,United States,North America,Technology,not inherited
1348,50,male,United States,North America,Media,not inherited
1349,0,male,Japan,East Asia,Technology,not inherited
1350,0,male,United States,North America,Media,not inherited
1351,0,male,Japan,East Asia,Consumer,not inherited
1352,0,male,Italy,Europe,Consumer,not inherited
1353,72,female,United States,North America,Media,inherited
1354,0,female,United States,North America,Other,not inherited
1355,63,male,United States,North America,Financial,not inherited
1356,55,male,Hong Kong,East Asia,Real Estate,inherited
1357,60,male,Malaysia,East Asia,Financial,not inherited
1358,0,male,United States,North America,Real Estate,not inherited
1359,64,male,United States,North America,"Retail, Restaurant",inherited
1360,46,female,United States,North America,Technology,inherited
1361,71,male,United States,North America,Media,inherited
1362,73,male,United States,North America,Consumer,not inherited
1363,79,male,Hong Kong,East Asia,Real Estate,not inherited
1364,68,male,United States,North America,Real Estate,not inherited
1365,56,male,Hong Kong,East Asia,"Retail, Restaurant",inherited
1366,0,male,Russia,Europe,Energy,not inherited
1367,0,male,United Kingdom,Europe,Media,inherited
1368,69,male,United States,North America,Construction,not inherited
1369,69,male,United States,North America,Technology,not inherited
1370,53,male,Hong Kong,East Asia,Consumer,inherited
1371,53,male,Russia,Europe,Consumer,not inherited
1372,43,male,South Korea,East Asia,Consumer,inherited
1373,60,female,Germany,Europe,Consumer,inherited
1374,75,male,United States,North America,Real Estate,inherited
1375,62,male,Sweden,Europe,Real Estate,inherited
1376,69,male,United States,North America,Media,not inherited
1377,83,male,Japan,East Asia,"Retail, Restaurant",not inherited
1378,70,male,United States,North America,Consumer,not inherited
1379,62,male,United States,North America,Financial,not inherited
1380,79,male,Australia,North America,Real Estate,inherited
1381,78,male,Taiwan,East Asia,Real Estate,not inherited
1382,55,male,Spain,Europe,Construction,inherited
1383,59,female,United States,North America,Technology,inherited
1384,67,male,United States,North America,Media,not inherited
1385,51,male,China,East Asia,Financial,not inherited
1386,52,female,United States,North America,"Retail, Restaurant",inherited
1387,73,male,Germany,Europe,Technology,not inherited
1388,93,male,Brazil,Latin America,Financial,inherited
1389,57,male,Finland,Europe,Construction,inherited
1390,76,male,Canada,North America,Energy,not inherited
1391,52,male,Canada,North America,"Retail, Restaurant",not inherited
1392,92,male,Philippines,East Asia,Construction,not inherited
1393,82,female,United States,North America,Consumer,not inherited
1394,66,male,Hong Kong,East Asia,Real Estate,not inherited
1395,46,male,China,East Asia,Technology,not inherited
1396,65,male,United States,North America,Financial,not inherited
1397,71,male,France,Europe,Consumer,inherited
1398,49,male,United States,North America,Technology,not inherited
1399,48,male,Germany,Europe,Consumer,inherited
1400,55,male,Russia,Europe,Energy,not inherited
1401,66,male,Germany,Europe,Other,inherited
1402,77,male,United States,North America,Technology,not inherited
1403,62,female,Germany,Europe,Consumer,inherited
1404,58,male,Italy,Europe,Consumer,not inherited
1405,63,male,Taiwan,East Asia,Financial,not inherited
1406,83,male,Turkey,Middle East/North Africa,Construction,not inherited
1407,50,male,Germany,Europe,Consumer,inherited
1408,66,male,Switzerland,Europe,Financial,inherited
1409,63,male,United States,North America,Energy,not inherited
1410,61,male,Germany,Europe,Consumer,inherited
1411,75,male,Belgium,Europe,Financial,not inherited
1412,0,male,United States,North America,Financial,not inherited
1413,48,female,Spain,Europe,Construction,inherited
1414,0,female,Argentina,Latin America,Construction,inherited
1415,62,male,Malaysia,East Asia,Media,not inherited
1416,57,female,Sweden,Europe,Financial,inherited
1417,59,male,United States,North America,Technology,not inherited
1418,59,male,Portugal,Europe,"Retail, Restaurant",not inherited
1419,0,male,Switzerland,Europe,Financial,inherited
1420,55,male,United States,North America,Financial,not inherited
1421,53,male,United States,North America,Technology,not inherited
1422,40,male,South Korea,East Asia,Consumer,inherited
1423,34,male,United States,North America,Technology,not inherited
1424,77,male,United States,North America,Real Estate,inherited
1425,65,male,United States,North America,Other,inherited
1426,0,female,United States,North America,Consumer,inherited
1427,0,female,Argentina,Latin America,Media,inherited
1428,50,female,Spain,Europe,Construction,inherited
1429,0,male,United States,North America,Technology,not inherited
1430,66,male,Spain,Europe,"Retail, Restaurant",not inherited
1431,0,male,Singapore,East Asia,Financial,not inherited
1432,0,male,United Kingdom,Europe,Real Estate,inherited
1433,47,male,Mexico,Latin America,Construction,not inherited
1434,55,female,United States,North America,Consumer,inherited
1435,0,married couple,Israel,Middle East/North Africa,Technology,not inherited
1436,0,male,France,Europe,Financial,not inherited
1437,56,male,United States,North America,Other,inherited
1438,75,male,United States,North America,Financial,not inherited
1439,32,male,United States,North America,Technology,not inherited
1440,50,male,United States,North America,Financial,not inherited
1441,0,male,New Zealand,North America,Energy,inherited
1442,69,male,United States,North America,Financial,not inherited
1443,0,male,Hong Kong,East Asia,Real Estate,inherited
1444,0,male,United States,North America,Consumer,not inherited
1445,0,male,United Kingdom,Europe,"Retail, Restaurant",not inherited
1446,50,male,Canada,North America,Financial,inherited
1447,0,male,United States,North America,Media,not inherited
1448,71,male,Egypt,Middle East/North Africa,Construction,not inherited
1449,65,male,Switzerland,Europe,Energy,not inherited
1450,0,male,United States,North America,Technology,not inherited
1451,67,male,United States,North America,Real Estate,not inherited
1452,0,male,Japan,East Asia,Technology,inherited
1453,64,male,United States,North America,Financial,not inherited
1454,58,male,Japan,East Asia,Construction,inherited
1455,36,male,United States,North America,Financial,not inherited
1456,46,male,United States,North America,Financial,not inherited
1457,72,male,Singapore,East Asia,Financial,inherited
1458,68,male,United States,North America,Other,inherited
1459,51,male,United States,North America,Media,inherited
1460,63,male,United States,North America,Financial,inherited
1461,72,male,South Africa,Sub-Saharan Africa,"Retail, Restaurant",not inherited
1462,76,male,India,South Asia,Technology,not inherited
1463,69,male,United States,North America,"Retail, Restaurant",not inherited
1464,77,male,United States,North America,Financial,not inherited
1465,0,male,Switzerland,Europe,Other,not inherited
1466,73,female,Austria,Europe,"Retail, Restaurant",inherited
1467,70,male,Algeria,Middle East/North Africa,Consumer,not inherited
1468,64,male,United States,North America,Financial,inherited
1469,82,male,United States,North America,Financial,not inherited
1470,62,male,China,East Asia,Consumer,not inherited
1471,51,male,China,East Asia,Consumer,not inherited
1472,60,female,United States,North America,Financial,inherited
1473,0,female,Switzerland,Europe,Other,not inherited
1474,67,male,Greece,Europe,Financial,inherited
1475,53,male,Ukraine,Europe,Construction,not inherited
1476,46,male,Russia,Europe,Financial,not inherited
1477,45,male,Brazil,Latin America,Financial,not inherited
1478,53,male,United States,North America,Real Estate,inherited
1479,85,male,Brazil,Latin America,Financial,inherited
1480,84,male,United States,North America,Construction,not inherited
1481,67,male,United States,North America,Financial,not inherited
1482,91,male,Canada,North America,Real Estate,not inherited
1483,64,male,United States,North America,Financial,not inherited
1484,63,male,United Kingdom,Europe,Real Estate,not inherited
1485,81,male,Brazil,Latin America,Financial,inherited
1486,72,male,Germany,Europe,Consumer,inherited
1487,71,male,United States,North America,Media,not inherited
1488,64,male,United States,North America,Consumer,not inherited
1489,49,male,United States,North America,Real Estate,inherited
1490,74,male,United States,North America,Consumer,inherited
1491,70,female,United States,North America,Technology,not inherited
1492,83,female,Brazil,Latin America,Financial,inherited
1493,66,male,Egypt,Middle East/North Africa,Financial,inherited
1494,89,male,Saudi Arabia,Middle East/North Africa,Financial,not inherited
1495,58,male,Lebanon,Middle East/North Africa,Media,not inherited
1496,71,male,United States,North America,Financial,inherited
1497,65,male,United States,North America,"Retail, Restaurant",not inherited
1498,51,male,China,East Asia,Technology,not inherited
1499,60,male,United States,North America,Financial,not inherited
1500,47,male,Cyprus,Europe,"Retail, Restaurant",not inherited
1501,62,male,Malaysia,East Asia,Financial,not inherited
1502,69,male,Lebanon,Middle East/North Africa,Media,not inherited
1503,74,male,Germany,Europe,Consumer,not inherited
1504,93,male,Taiwan,East Asia,Construction,not inherited
1505,64,male,United States,North America,Financial,not inherited
1506,65,male,Israel,Middle East/North Africa,Real Estate,not inherited
1507,51,male,Russia,Europe,Construction,not inherited
1508,77,male,United States,North America,Media,not inherited
1509,53,male,Australia,North America,Consumer,inherited
1510,42,male,United States,North America,Technology,not inherited
1511,51,male,United States,North America,"Retail, Restaurant",not inherited
1512,66,male,United States,North America,"Retail, Restaurant",not inherited
1513,67,male,Germany,Europe,Construction,inherited
1514,55,male,United States,North America,Consumer,inherited
1515,72,male,United States,North America,Consumer,not inherited
1516,57,female,United States,North America,Consumer,inherited
1517,69,male,Turkey,Middle East/North Africa,Financial,not inherited
1518,84,female,United States,North America,Consumer,inherited
1519,76,male,United States,North America,Consumer,inherited
1520,71,male,United States,North America,Other,not inherited
1521,65,male,United States,North America,Energy,not inherited
1522,70,male,United States,North America,Consumer,not inherited
1523,64,male,Australia,North America,Financial,not inherited
1524,82,male,India,South Asia,Real Estate,inherited
1525,37,male,Hong Kong,East Asia,Real Estate,inherited
1526,61,male,China,East Asia,Financial,not inherited
1527,74,male,France,Europe,Consumer,not inherited
1528,78,male,Australia,North America,Technology,not inherited
1529,83,male,United States,North America,"Retail, Restaurant",not inherited
1530,73,male,United States,North America,Consumer,inherited
1531,58,male,United States,North America,Consumer,inherited
1532,74,male,Hong Kong,East Asia,Real Estate,inherited
1533,80,male,Hong Kong,East Asia,"Retail, Restaurant",not inherited
1534,49,male,China,East Asia,Energy,not inherited
1535,54,female,United States,North America,Consumer,inherited
1536,60,male,India,South Asia,Construction,not inherited
1537,70,male,Italy,Europe,Consumer,not inherited
1538,47,male,United States,North America,Technology,not inherited
1539,98,male,United States,North America,Energy,inherited
1540,0,male,United States,North America,Consumer,not inherited
1541,58,male,United Kingdom,Europe,Construction,not inherited
1542,67,male,Brazil,Latin America,Financial,inherited
1543,72,male,Italy,Europe,Consumer,not inherited
1544,76,female,Italy,Europe,Consumer,not inherited
1545,85,male,United States,North America,Consumer,inherited
1546,71,male,United States,North America,Real Estate,not inherited
1547,56,male,Colombia,Latin America,Financial,not inherited
1548,0,female,United States,North America,Consumer,not inherited
1549,52,male,Brazil,Latin America,Financial,inherited
1550,39,male,United States,North America,Financial,not inherited
1551,52,male,United States,North America,Consumer,inherited
1552,83,female,United States,North America,Consumer,inherited
1553,49,male,United States,North America,Financial,not inherited
1554,78,male,Italy,Europe,Consumer,not inherited
1555,45,female,Switzerland,Europe,Construction,inherited
1556,52,male,United States,North America,Financial,not inherited
1557,68,male,Switzerland,Europe,Consumer,inherited
1558,64,male,Hong Kong,East Asia,"Retail, Restaurant",not inherited
1559,60,female,United States,North America,Media,not inherited
1560,54,male,Brazil,Latin America,Financial,inherited
1561,38,female,Switzerland,Europe,Construction,inherited
1562,72,male,United States,North America,Other,not inherited
1563,63,male,United States,North America,Real Estate,inherited
1564,49,male,United States,North America,Financial,not inherited
1565,82,male,United States,North America,Construction,not inherited
1566,57,male,Brazil,Latin America,Financial,inherited
1567,77,male,Brazil,Latin America,"Retail, Restaurant",inherited
1568,55,female,Germany,Europe,Real Estate,inherited
1569,79,male,Portugal,Europe,"Retail, Restaurant",inherited
1570,90,male,United States,North America,Real Estate,not inherited
1571,52,female,Hong Kong,East Asia,Real Estate,inherited
1572,70,male,Germany,Europe,Technology,not inherited
1573,72,male,Hong Kong,East Asia,Other,inherited
1574,67,male,Germany,Europe,"Retail, Restaurant",not inherited
1575,67,male,United States,North America,Real Estate,inherited
1576,46,male,Turkey,Middle East/North Africa,Construction,not inherited
1577,51,male,India,South Asia,Construction,not inherited
1578,62,male,China,East Asia,Real Estate,not inherited
1579,88,female,United States,North America,Financial,inherited
1580,61,male,United Kingdom,Europe,Consumer,not inherited
1581,67,male,Thailand,East Asia,Media,inherited
1582,75,male,United States,North America,Consumer,not inherited
1583,64,female,United States,North America,Consumer,inherited
1584,58,male,Japan,East Asia,"Retail, Restaurant",not inherited
1585,0,male,Germany,Europe,"Retail, Restaurant",inherited
1586,59,male,United States,North America,Financial,not inherited
1587,59,male,Egypt,Middle East/North Africa,Media,inherited
1588,81,male,Morocco,Middle East/North Africa,Financial,inherited
1589,62,male,Indonesia,East Asia,Financial,not inherited
1590,78,male,France,Europe,"Retail, Restaurant",not inherited
1591,66,male,United States,North America,Energy,inherited
1592,0,male,United Arab Emirates,Middle East/North Africa,Financial,inherited
1593,51,male,South Korea,East Asia,Consumer,inherited
1594,65,male,Russia,Europe,Construction,not inherited
1595,85,male,United States,North America,Energy,inherited
1596,76,male,United States,North America,Financial,not inherited
1597,57,male,China,East Asia,Consumer,not inherited
1598,48,male,Russia,Europe,Construction,not inherited
1599,55,male,New Zealand,North America,Financial,not inherited
1600,72,female,United States,North America,Technology,inherited
1601,71,male,United States,North America,Financial,not inherited
1602,70,female,United States,North America,Real Estate,not inherited
1603,57,female,Switzerland,Europe,Technology,inherited
1604,56,female,Denmark,Europe,Consumer,inherited
1605,46,male,France,Europe,Consumer,inherited
1606,54,male,United States,North America,Real Estate,not inherited
1607,47,male,Norway,Europe,"Retail, Restaurant",inherited
1608,66,male,Hong Kong,East Asia,Real Estate,not inherited
1609,39,male,China,East Asia,Technology,not inherited
1610,33,female,France,Europe,Consumer,inherited
1611,41,male,United States,North America,"Retail, Restaurant",not inherited
1612,64,male,Brazil,Latin America,Consumer,not inherited
1613,52,male,South Africa,Sub-Saharan Africa,Construction,not inherited
1614,62,male,China,East Asia,"Retail, Restaurant",not inherited
1615,35,male,United States,North America,Technology,not inherited
1616,61,male,United States,North America,"Retail, Restaurant",not inherited
1617,59,male,China,East Asia,Real Estate,not inherited
1618,70,male,Hong Kong,East Asia,Technology,not inherited
1619,84,male,Malaysia,East Asia,Construction,not inherited
1620,83,male,United States,North America,Media,not inherited
1621,62,female,United States,North America,Construction,inherited
1622,0,female,United Kingdom,Europe,"Retail, Restaurant",not inherited
1623,50,male,Spain,Europe,Construction,not inherited
1624,42,male,Russia,Europe,Financial,not inherited
1625,70,male,Brazil,Latin America,Real Estate,not inherited
1626,46,male,Mexico,Latin America,Media,inherited
1627,74,male,Austria,Europe,Other,inherited
1628,74,male,United States,North America,Financial,inherited
1629,61,male,China,East Asia,Consumer,not inherited
1630,69,male,Singapore,East Asia,Technology,not inherited
1631,73,female,Chile,Latin America,"Retail, Restaurant",inherited
1632,55,male,United States,North America,Media,not inherited
1633,60,male,Germany,Europe,Construction,inherited
1634,44,male,China,East Asia,Technology,not inherited
1635,72,male,Hong Kong,East Asia,Consumer,not inherited
1636,0,male,United Kingdom,Europe,"Retail, Restaurant",not inherited
1637,59,male,United States,North America,Technology,not inherited
1638,69,male,United States,North America,Real Estate,not inherited
1639,34,male,United States,North America,Technology,not inherited
1640,64,male,China,East Asia,Consumer,not inherited
1641,60,male,Sweden,Europe,Energy,not inherited
1642,69,male,United States,North America,Real Estate,not inherited
1643,62,male,Russia,Europe,Construction,not inherited
1644,62,male,Russia,Europe,Energy,not inherited
1645,49,male,Japan,East Asia,Media,not inherited
1646,0,male,United Arab Emirates,Middle East/North Africa,"Retail, Restaurant",inherited
1647,52,male,Greece,Europe,Construction,not inherited
1648,75,male,Portugal,Europe,"Retail, Restaurant",not inherited
1649,58,male,Chile,Latin America,Consumer,inherited
1650,57,male,Germany,Europe,"Retail, Restaurant",not inherited
1651,50,male,United Kingdom,Europe,Consumer,not inherited
1652,53,male,South Korea,East Asia,Consumer,inherited
1653,67,male,United Kingdom,Europe,Media,not inherited
1654,49,male,United States,North America,"Retail, Restaurant",inherited
1655,40,male,Israel,Middle East/North Africa,Construction,not inherited
1656,62,male,Canada,North America,Technology,not inherited
1657,68,male,Peru,Latin America,Consumer,not inherited
1658,68,male,Chile,Latin America,Consumer,inherited
1659,73,male,Italy,Europe,Financial,not inherited
1660,63,female,Nigeria,Sub-Saharan Africa,Energy,not inherited
1661,49,male,Spain,Europe,Construction,inherited
1662,76,male,United States,North America,Financial,not inherited
1663,95,male,United States,North America,Financial,inherited
1664,74,male,Germany,Europe,Media,inherited
1665,68,male,United States,North America,Technology,not inherited
1666,59,male,United States,North America,Real Estate,not inherited
1667,70,male,Ireland,Europe,Consumer,inherited
1668,0,male,Spain,Europe,Construction,inherited
1669,82,male,Spain,Europe,Construction,not inherited
1670,55,male,Norway,Europe,Other,not inherited
1671,69,female,Sweden,Europe,Financial,inherited
1672,67,male,United States,North America,Financial,not inherited
1673,65,male,United States,North America,Technology,not inherited
1674,84,male,Indonesia,East Asia,Financial,not inherited
1675,76,male,United States,North America,Real Estate,not inherited
1676,58,male,China,East Asia,Consumer,not inherited
1677,70,female,Chile,Latin America,Consumer,inherited
1678,60,male,Greece,Europe,Other,inherited
1679,78,male,United States,North America,Real Estate,not inherited
1680,69,male,Japan,East Asia,Consumer,not inherited
1681,76,male,Germany,Europe,Consumer,not inherited
1682,65,male,Sweden,Europe,Financial,inherited
1683,42,male,Israel,Middle East/North Africa,"Retail, Restaurant",not inherited
1684,63,male,United States,North America,Energy,not inherited
1685,62,male,Russia,Europe,Real Estate,not inherited
1686,57,male,United States,North America,Financial,inherited
1687,64,male,United States,North America,Financial,not inherited
1688,65,male,Hong Kong,East Asia,Other,inherited
1689,50,male,United States,North America,Consumer,inherited
1690,0,male,Saudi Arabia,Middle East/North Africa,Financial,not inherited
1691,59,male,Czech Republic,Europe,Consumer,not inherited
1692,72,male,United States,North America,Media,not inherited
1693,61,male,United States,North America,"Retail, Restaurant",not inherited
1694,90,male,India,South Asia,Consumer,not inherited
1695,83,male,Colombia,Latin America,Consumer,inherited
1696,62,male,Hong Kong,East Asia,Real Estate,not inherited
1697,78,female,Switzerland,Europe,Consumer,inherited
1698,77,male,United States,North America,Real Estate,not inherited
1699,89,male,Hong Kong,East Asia,Real Estate,not inherited
1700,92,female,Germany,Europe,Consumer,inherited
1701,72,male,Spain,Europe,Financial,inherited
1702,63,male,United States,North America,Financial,not inherited
1703,41,male,United States,North America,Consumer,not inherited
1704,73,male,Singapore,East Asia,Financial,inherited
1705,54,male,Canada,North America,"Retail, Restaurant",not inherited
1706,52,male,Poland,Europe,Financial,not inherited
1707,45,male,China,East Asia,Consumer,not inherited
1708,67,male,France,Europe,"Retail, Restaurant",not inherited
1709,50,male,China,East Asia,Consumer,inherited
1710,59,female,Switzerland,Europe,Technology,inherited
1711,72,male,Spain,Europe,Real Estate,not inherited
1712,76,male,United States,North America,Real Estate,not inherited
1713,84,male,Egypt,Middle East/North Africa,Construction,not inherited
1714,60,male,India,South Asia,Technology,inherited
1715,62,male,United Kingdom,Europe,Media,not inherited
1716,60,male,United States,North America,Energy,not inherited
1717,72,male,Saudi Arabia,Middle East/North Africa,Financial,not inherited
1718,64,male,Chile,Latin America,Financial,not inherited
1719,67,male,Hong Kong,East Asia,Consumer,not inherited
1720,61,male,Guernsey,Europe,Financial,not inherited
1721,56,male,United States,North America,"Retail, Restaurant",not inherited
1722,60,male,Singapore,East Asia,Financial,not inherited
1723,54,male,Russia,Europe,Financial,not inherited
1724,49,male,Russia,Europe,Real Estate,not inherited
